hand_id,player_starting_sum,soft_status,split_status,num_hands,dealer_show_card,player_final_sum,dealer_final_sum,result(s),num_remaining_cards,remaining_decks,player_final_hands,dealer_final_hand,running_count,true_count
90,16,hard,no split,1,10,18,26,1.0,119,2,"[6, 10, 2]","[10, 6, 10]",-7,-3.5
91,16,hard,split,2,3,18,26,2.0,111,2,"[[8, 10], [8, 10]]","[3, 10, 3, 10]",-9,-4.5
92,20,hard,no split,1,5,20,24,1.0,105,2,"[10, 10]","[5, 3, 6, 10]",-9,-4.5
93,16,hard,no split,1,6,16,17,-1.0,100,1,"[9, 7]","[6, 6, 5]",-6,-6.0
94,10,hard,no split,1,9,18,19,-2.0,94,1,"[5, 5, 8]","[9, 4, 6]",-2,-2.0
95,16,hard,no split,1,4,16,17,-1.0,88,1,"[10, 6]","[4, 3, 6, 4]",2,2.0
96,17,hard,no split,1,11,17,19,-1.0,81,1,"[10, 7]","[1, 5, 6, 3, 4]",4,4.0
97,21,soft,no split,1,10,21,18,1.5,77,1,"[11, 10]","[10, 8]",1,1.0
98,13,hard,no split,1,9,23,13,-1.0,72,1,"[10, 3, 10]","[9, 4]",1,1.0
99,15,hard,no split,1,8,19,19,0.0,66,1,"[7, 8, 4]","[8, 3, 8]",3,3.0
100,15,hard,no split,1,2,15,20,-1.0,60,1,"[10, 5]","[2, 3, 7, 8]",5,5.0
